Chromosome,Start,End,label_head,label_testis,Nearest_Chromosome,Nearest_Start,Nearest_End,Gene_ID,Identifier,Strand,Distance
2L,17713000,17714000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,81029
2L,17717000,17718000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,85029
2L,17718000,17719000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,86029
2L,17723000,17724000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,91029
2L,17734000,17735000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,102029
2L,17743000,17744000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,111029
2L,17750000,17751000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,118029
2L,17753000,17754000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,121029
2L,17755000,17756000,0.0,0.0,2L,17629851,17631972,FBgn0051785,GD21845,-,123029
2L,17759000,17760000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-121904
2L,17761000,17762000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-119904
2L,17761817,17762817,1.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-119087
2L,17771000,17772000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-109904
2L,17781000,17782000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-99904
2L,17794269,17795269,1.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-86635
2L,17796010,17797010,1.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-84894
2L,17808000,17809000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-72904
2L,17809000,17810000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-71904
2L,17811000,17812000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-69904
2L,17819000,17820000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-61904
2L,17823151,17824151,1.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-57753
2L,17842000,17843000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-38904
2L,17847471,17848471,1.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-33433
2L,17863000,17864000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,-17904
2L,17892000,17893000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,7050
2L,17894000,17895000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,9050
2L,17901000,17902000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,16050
2L,17906000,17907000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,21050
2L,17910000,17911000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,25050
2L,17913000,17914000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,28050
2L,17923881,17924881,1.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,38931
2L,17935669,17936669,1.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,50719
2L,17943000,17944000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,58050
2L,17947000,17948000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,62050
2L,17981523,17982523,1.0,1.0,2L,17881903,17884951,FBgn0011559,GD21835,-,96573
2L,17983286,17984286,0.0,1.0,2L,17881903,17884951,FBgn0011559,GD21835,-,98336
2L,17984000,17985000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,99050
2L,17985771,17986771,1.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,100821
2L,17995000,17996000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,110050
2L,18008000,18009000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,123050
2L,18014014,18015014,0.0,1.0,2L,17881903,17884951,FBgn0011559,GD21835,-,129064
2L,18024000,18025000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,139050
2L,18025536,18026536,1.0,1.0,2L,17881903,17884951,FBgn0011559,GD21835,-,140586
2L,18040000,18041000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,155050
2L,18048000,18049000,0.0,0.0,2L,17881903,17884951,FBgn0011559,GD21835,-,163050
2L,18062493,18063493,0.0,1.0,2L,17881903,17884951,FBgn0011559,GD21835,-,177543
2L,18072000,18073000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-182865
2L,18079968,18080968,1.0,1.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-174897
2L,18084741,18085741,1.0,1.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-170124
2L,18097309,18098309,1.0,1.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-157556
2L,18129000,18130000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-125865
2L,18132000,18133000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-122865
2L,18143482,18144482,1.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-111383
2L,18144229,18145229,1.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-110636
2L,18153468,18154468,1.0,1.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-101397
2L,18172720,18173720,1.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-82145
2L,18176000,18177000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-78865
2L,18181000,18182000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-73865
2L,18182127,18183127,1.0,1.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-72738
2L,18192000,18193000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-62865
2L,18198110,18199110,1.0,1.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-56755
2L,18200000,18201000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-54865
2L,18208000,18209000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-46865
2L,18213000,18214000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-41865
2L,18232000,18233000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-22865
2L,18242000,18243000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-12865
2L,18247000,18248000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,-7865
2L,18273000,18274000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,16169
2L,18283000,18284000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,26169
2L,18285000,18286000,0.0,0.0,2L,18255864,18256832,FBgn0261806,GD27179,-,28169
2L,18291000,18292000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,-29520
2L,18292000,18293000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,-28520
2L,18296401,18297401,0.0,1.0,2L,18321519,18321639,FBgn0264362,GD27682,-,-24119
2L,18353000,18354000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,31362
2L,18357000,18358000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,35362
2L,18365815,18366815,1.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,44177
2L,18373000,18374000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,51362
2L,18377491,18378491,0.0,1.0,2L,18321519,18321639,FBgn0264362,GD27682,-,55853
2L,18381503,18382503,1.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,59865
2L,18383000,18384000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,61362
2L,18386000,18387000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,64362
2L,18421000,18422000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,99362
2L,18431000,18432000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,109362
2L,18440000,18441000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,118362
2L,18441000,18442000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,119362
2L,18444000,18445000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,122362
2L,18458000,18459000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,136362
2L,18464243,18465243,1.0,1.0,2L,18321519,18321639,FBgn0264362,GD27682,-,142605
2L,18467000,18468000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,145362
2L,18472525,18473525,1.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,150887
2L,18478000,18479000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,156362
2L,18483007,18484007,1.0,1.0,2L,18321519,18321639,FBgn0264362,GD27682,-,161369
2L,18495651,18496651,1.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,174013
2L,18497001,18498001,0.0,1.0,2L,18321519,18321639,FBgn0264362,GD27682,-,175363
2L,18502503,18503503,1.0,1.0,2L,18321519,18321639,FBgn0264362,GD27682,-,180865
2L,18506000,18507000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,184362
2L,18512648,18513648,0.0,1.0,2L,18321519,18321639,FBgn0264362,GD27682,-,191010
2L,18515000,18516000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,193362
2L,18516000,18517000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,194362
2L,18520288,18521288,1.0,1.0,2L,18321519,18321639,FBgn0264362,GD27682,-,198650
2L,18528000,18529000,0.0,0.0,2L,18321519,18321639,FBgn0264362,GD27682,-,206362
2L,18550209,18551209,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-216721
2L,18554465,18555465,1.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-212465
2L,18562382,18563382,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-204548
2L,18565000,18566000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-201930
2L,18585299,18586299,0.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-181631
2L,18590000,18591000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-176930
2L,18596000,18597000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-170930
2L,18604000,18605000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-162930
2L,18607000,18608000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-159930
2L,18613000,18614000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-153930
2L,18630593,18631593,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-136337
2L,18637799,18638799,1.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-129131
2L,18640089,18641089,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-126841
2L,18643226,18644226,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-123704
2L,18656846,18657846,0.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-110084
2L,18663814,18664814,0.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-103116
2L,18682000,18683000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-84930
2L,18686000,18687000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-80930
2L,18693000,18694000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-73930
2L,18694477,18695477,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-72453
2L,18698686,18699686,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-68244
2L,18715000,18716000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-51930
2L,18741000,18742000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-25930
2L,18746000,18747000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-20930
2L,18749000,18750000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-17930
2L,18763000,18764000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-3930
2L,18766000,18767000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,-930
2L,18768000,18769000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,0
2L,18770000,18771000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,0
2L,18775000,18776000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,4160
2L,18776000,18777000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,5160
2L,18787000,18788000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,16160
2L,18790128,18791128,1.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,19288
2L,18824000,18825000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,53160
2L,18834000,18835000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,63160
2L,18835000,18836000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,64160
2L,18841000,18842000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,70160
2L,18842000,18843000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,71160
2L,18848523,18849523,0.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,77683
2L,18861000,18862000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,90160
2L,18862000,18863000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,91160
2L,18866000,18867000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,95160
2L,18871000,18872000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,100160
2L,18885965,18886965,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,115125
2L,18887000,18888000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,116160
2L,18898564,18899564,1.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,127724
2L,18905000,18906000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,134160
2L,18910062,18911062,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,139222
2L,18923000,18924000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,152160
2L,18924000,18925000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,153160
2L,18949838,18950838,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,178998
2L,18955000,18956000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,184160
2L,18968354,18969354,0.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,197514
2L,18971000,18972000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,200160
2L,18973000,18974000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,202160
2L,18974000,18975000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,203160
2L,18975977,18976977,1.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,205137
2L,18988409,18989409,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,217569
2L,18999000,19000000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,228160
2L,19010000,19011000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,239160
2L,19011508,19012508,1.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,240668
2L,19018000,19019000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,247160
2L,19020970,19021970,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,250130
2L,19035000,19036000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,264160
2L,19039000,19040000,0.0,0.0,2L,18767929,18770841,FBgn0264086,GD21769,-,268160
2L,19040840,19041840,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,270000
2L,19043741,19044741,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,272901
2L,19067118,19068118,1.0,1.0,2L,18767929,18770841,FBgn0264086,GD21769,-,296278
2L,19071891,19072891,1.0,1.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-297119
2L,19081000,19082000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-288010
2L,19106000,19107000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-263010
2L,19108000,19109000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-261010
2L,19109000,19110000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-260010
2L,19110000,19111000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-259010
2L,19111000,19112000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-258010
2L,19112906,19113906,1.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-256104
2L,19121000,19122000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-248010
2L,19122000,19123000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-247010
2L,19128000,19129000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-241010
2L,19131000,19132000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-238010
2L,19134000,19135000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-235010
2L,19160093,19161093,1.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-208917
2L,19178000,19179000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-191010
2L,19185000,19186000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-184010
2L,19195000,19196000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-174010
2L,19203000,19204000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-166010
2L,19205000,19206000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-164010
2L,19206000,19207000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-163010
2L,19212209,19213209,0.0,1.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-156801
2L,19223044,19224044,1.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-145966
2L,19224000,19225000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-145010
2L,19235000,19236000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-134010
2L,19243000,19244000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-126010
2L,19258000,19259000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-111010
2L,19262000,19263000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-107010
2L,19269454,19270454,0.0,1.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-99556
2L,19274921,19275921,0.0,1.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-94089
2L,19283000,19284000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-86010
2L,19289000,19290000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-80010
2L,19292000,19293000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-77010
2L,19314000,19315000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-55010
2L,19331964,19332964,1.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-37046
2L,19341000,19342000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-28010
2L,19359000,19360000,0.0,0.0,2L,19370009,19370998,FBgn0044811,GD21729,-,-10010
2L,19373000,19374000,0.0,0.0,2L,19371689,19374581,FBgn0053117,GD21728,-,0
2L,19373811,19374811,1.0,0.0,2L,19371689,19374581,FBgn0053117,GD21728,-,0
2L,19381000,19382000,0.0,0.0,2L,19371689,19374581,FBgn0053117,GD21728,-,6420
2L,19382096,19383096,1.0,1.0,2L,19371689,19374581,FBgn0053117,GD21728,-,7516
2L,19385000,19386000,0.0,0.0,2L,19371689,19374581,FBgn0053117,GD21728,-,10420
2L,19387094,19388094,1.0,0.0,2L,19371689,19374581,FBgn0053117,GD21728,-,12514
2L,19390172,19391172,1.0,0.0,2L,19371689,19374581,FBgn0053117,GD21728,-,15592
2L,19395000,19396000,0.0,0.0,2L,19371689,19374581,FBgn0053117,GD21728,-,20420
2L,19396000,19397000,0.0,0.0,2L,19371689,19374581,FBgn0053117,GD21728,-,21420
2L,19397186,19398186,0.0,1.0,2L,19371689,19374581,FBgn0053117,GD21728,-,22606
2L,19398177,19399177,1.0,1.0,2L,19371689,19374581,FBgn0053117,GD21728,-,23597
2L,19405000,19406000,0.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,-17926
2L,19407029,19408029,1.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,-15897
2L,19420259,19421259,1.0,1.0,2L,19423925,19424870,FBgn0042129,GD21725,-,-2667
2L,19422107,19423107,1.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,-819
2L,19443000,19444000,0.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,18131
2L,19462665,19463665,1.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,37796
2L,19478000,19479000,0.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,53131
2L,19479479,19480479,1.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,54610
2L,19483000,19484000,0.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,58131
2L,19485000,19486000,0.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,60131
2L,19487000,19488000,0.0,0.0,2L,19423925,19424870,FBgn0042129,GD21725,-,62131
2L,19492436,19493436,1.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-62378
2L,19497000,19498000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-57814
2L,19506000,19507000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-48814
2L,19508000,19509000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-46814
2L,19512000,19513000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-42814
2L,19513482,19514482,1.0,1.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-41332
2L,19522000,19523000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-32814
2L,19526000,19527000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-28814
2L,19537269,19538269,1.0,1.0,2L,19555813,19557074,FBgn0032851,GD21713,-,-17545
2L,19575000,19576000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,17927
2L,19578000,19579000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,20927
2L,19594000,19595000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,36927
2L,19605000,19606000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,47927
2L,19614960,19615960,0.0,1.0,2L,19555813,19557074,FBgn0032851,GD21713,-,57887
2L,19632000,19633000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,74927
2L,19642000,19643000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,84927
2L,19663000,19664000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,105927
2L,19666265,19667265,0.0,1.0,2L,19555813,19557074,FBgn0032851,GD21713,-,109192
2L,19668489,19669489,0.0,1.0,2L,19555813,19557074,FBgn0032851,GD21713,-,111416
2L,19670672,19671672,1.0,1.0,2L,19555813,19557074,FBgn0032851,GD21713,-,113599
2L,19678340,19679340,1.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,121267
2L,19698000,19699000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,140927
2L,19700000,19701000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,142927
2L,19703000,19704000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,145927
2L,19708000,19709000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,150927
2L,19717925,19718925,1.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,160852
2L,19723000,19724000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,165927
2L,19728000,19729000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,170927
2L,19733000,19734000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,175927
2L,19734000,19735000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,176927
2L,19748000,19749000,0.0,0.0,2L,19555813,19557074,FBgn0032851,GD21713,-,190927
2L,19751746,19752746,1.0,1.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-190058
2L,19753000,19754000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-188804
2L,19764000,19765000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-177804
2L,19769000,19770000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-172804
2L,19777000,19778000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-164804
2L,19777646,19778646,0.0,1.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-164158
2L,19782506,19783506,1.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-159298
2L,19792000,19793000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-149804
2L,19810000,19811000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-131804
2L,19817000,19818000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-124804
2L,19822951,19823951,1.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-118853
2L,19823535,19824535,1.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-118269
2L,19828000,19829000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-113804
2L,19828853,19829853,1.0,1.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-112951
2L,19833892,19834892,1.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-107912
2L,19841597,19842597,1.0,1.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-100207
2L,19857000,19858000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-84804
2L,19862000,19863000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-79804
2L,19873000,19874000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-68804
2L,19880005,19881005,1.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-61799
2L,19881345,19882345,1.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-60459
2L,19909000,19910000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-32804
2L,19912000,19913000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-29804
2L,19914000,19915000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-27804
2L,19924000,19925000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-17804
2L,19927785,19928785,1.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,-14019
2L,19950000,19951000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,0
2L,19958000,19959000,0.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,0
2L,19978902,19979902,1.0,0.0,2L,19942803,19959337,FBgn0265256,GD29016,+,19566
