Peak_chr	Peak_Start	Peak_End	label_head	label_testis	Gene_chr	Gene_Start	Gene_End	Gene_ID	Gene_Symbol	Transcript_ID	Transcript_Symbol	signed_distance
2L	19111123	19112123	1.0	0.0	2L	19110154	19114110	FBgn0000075	amd	FBtr0081153	amd-RB	0
2L	19113981	19114981	1.0	1.0	2L	19110154	19114110	FBgn0000075	amd	FBtr0081153	amd-RB	0
2L	19113981	19114981	1.0	1.0	2L	19114401	19116570	FBgn0002036	CG10561	FBtr0081155	CG10561-RA	0
2L	19119618	19120618	1.0	1.0	2L	19116483	19120306	FBgn0000422	Ddc	FBtr0081166	Ddc-RB	0
2L	19120449	19121449	0.0	1.0	2L	19121345	19123869	FBgn0002031	l(2)37Cc	FBtr0081164	l(2)37Cc-RB	0
2L	19121130	19122130	0.0	1.0	2L	19121345	19123869	FBgn0002031	l(2)37Cc	FBtr0081164	l(2)37Cc-RB	0
2L	19123301	19124301	1.0	1.0	2L	19121345	19123869	FBgn0002031	l(2)37Cc	FBtr0081164	l(2)37Cc-RB	0
2L	19123301	19124301	1.0	1.0	2L	19123998	19126976	FBgn0086444	l(2)37Cb	FBtr0081163	l(2)37Cb-RA	0
2L	19126603	19127603	1.0	1.0	2L	19123998	19126976	FBgn0086444	l(2)37Cb	FBtr0081163	l(2)37Cb-RA	0
2L	19126603	19127603	1.0	1.0	2L	19127260	19129326	FBgn0086445	l(2)37Cd	FBtr0081156	l(2)37Cd-RA	0
2L	19131366	19132366	1.0	1.0	2L	19129469	19131954	FBgn0086443	AsnRS	FBtr0081162	AsnRS-RA	0
2L	19131366	19132366	1.0	1.0	2L	19132323	19133097	FBgn0086446	DCTN6-p27	FBtr0081157	DCTN6-p27-RA	0
2L	19131963	19132963	0.0	1.0	2L	19132323	19133097	FBgn0086446	DCTN6-p27	FBtr0081157	DCTN6-p27-RA	0
2L	19133409	19134409	1.0	1.0	2L	19133023	19135233	FBgn0086447	Polr1D	FBtr0081161	Polr1D-RA	0
2L	19133409	19134409	1.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19134780	19135780	1.0	1.0	2L	19133023	19135233	FBgn0086447	Polr1D	FBtr0081161	Polr1D-RA	0
2L	19134780	19135780	1.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19138487	19139487	0.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19140737	19141737	1.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19141747	19142747	1.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19144859	19145859	0.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19145643	19146643	0.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19154547	19155547	1.0	0.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19158109	19159109	1.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19158109	19159109	1.0	1.0	2L	19157868	19159299	FBgn0266312	lncRNA:CR44977	FBtr0344041	lncRNA:CR44977-RA	0
2L	19159429	19160429	1.0	0.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19161068	19162068	0.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19162956	19163956	1.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19164984	19165984	1.0	1.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19174693	19175693	1.0	0.0	2L	19133816	19179758	FBgn0010300	brat	FBtr0081158	brat-RA	0
2L	19181061	19182061	1.0	1.0	2L	19179749	19181702	FBgn0032763	CG17568	FBtr0081233	CG17568-RA	0
2L	19181061	19182061	1.0	1.0	2L	19181965	19182810	FBgn0265263	CG42688	FBtr0302890	CG42688-RA	0
2L	19185645	19186645	1.0	1.0	2L	19183863	19185726	FBgn0010097	gammaTub37C	FBtr0081228	gammaTub37C-RA	0
2L	19185645	19186645	1.0	1.0	2L	19186043	19189938	FBgn0010309	pigeon	FBtr0081194	pigeon-RA	0
2L	19189932	19190932	1.0	1.0	2L	19186043	19189938	FBgn0010309	pigeon	FBtr0081194	pigeon-RA	0
2L	19189932	19190932	1.0	1.0	2L	19190342	19208621	FBgn0015380	drl	FBtr0081195	drl-RA	0
2L	19192397	19193397	0.0	1.0	2L	19190342	19208621	FBgn0015380	drl	FBtr0081195	drl-RA	0
2L	19195978	19196978	0.0	1.0	2L	19190342	19208621	FBgn0015380	drl	FBtr0081195	drl-RA	0
2L	19198111	19199111	1.0	0.0	2L	19190342	19208621	FBgn0015380	drl	FBtr0081195	drl-RA	0
2L	19204082	19205082	1.0	1.0	2L	19190342	19208621	FBgn0015380	drl	FBtr0081195	drl-RA	0
2L	19208484	19209484	0.0	1.0	2L	19190342	19208621	FBgn0015380	drl	FBtr0081195	drl-RA	0
2L	19342159	19343159	0.0	1.0	2L	19338669	19363227	FBgn0024245	dnt	FBtr0081224	dnt-RA	0
2L	19344980	19345980	1.0	1.0	2L	19338669	19363227	FBgn0024245	dnt	FBtr0081224	dnt-RA	0
2L	19357244	19358244	1.0	0.0	2L	19338669	19363227	FBgn0024245	dnt	FBtr0081224	dnt-RA	0
2L	19362416	19363416	1.0	1.0	2L	19338669	19363227	FBgn0024245	dnt	FBtr0081224	dnt-RA	0
2L	19379821	19380821	1.0	0.0	2L	19380930	19383093	FBgn0032772	CG17350	FBtr0081199	CG17350-RA	109
2L	19389411	19390411	1.0	1.0	2L	19387050	19390075	FBgn0032774	CG17549	FBtr0081219	CG17549-RB	0
2L	19389411	19390411	1.0	1.0	2L	19390370	19398493	FBgn0032775	CG17544	FBtr0081216	CG17544-RA	0
2L	19393399	19394399	0.0	1.0	2L	19390370	19398493	FBgn0032775	CG17544	FBtr0081216	CG17544-RA	0
2L	19393399	19394399	0.0	1.0	2L	19394160	19396190	FBgn0051798	CG31798	FBtr0081200	CG31798-RA	0
2L	19396633	19397633	1.0	0.0	2L	19390370	19398493	FBgn0032775	CG17544	FBtr0081216	CG17544-RA	0
2L	19398045	19399045	1.0	1.0	2L	19390370	19398493	FBgn0032775	CG17544	FBtr0081216	CG17544-RA	0
2L	19402412	19403412	0.0	1.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19409965	19410965	1.0	0.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19413769	19414769	1.0	1.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19414952	19415952	1.0	0.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19415946	19416946	1.0	1.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19421931	19422931	1.0	1.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19423276	19424276	1.0	1.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19423276	19424276	1.0	1.0	2L	19424050	19430270	FBgn0032780	CG13085	FBtr0081203	CG13085-RA	0
2L	19423276	19424276	1.0	1.0	2L	19424050	19429224	FBgn0032779	Alp12	FBtr0081204	Alp12-RA	0
2L	19424735	19425735	1.0	1.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19424735	19425735	1.0	1.0	2L	19424050	19430270	FBgn0032780	CG13085	FBtr0081203	CG13085-RA	0
2L	19424735	19425735	1.0	1.0	2L	19424050	19429224	FBgn0032779	Alp12	FBtr0081204	Alp12-RA	0
2L	19425930	19426930	1.0	1.0	2L	19400753	19426596	FBgn0041789	Pax	FBtr0081213	Pax-RA	0
2L	19425930	19426930	1.0	1.0	2L	19424050	19430270	FBgn0032780	CG13085	FBtr0081203	CG13085-RA	0
2L	19425930	19426930	1.0	1.0	2L	19424050	19429224	FBgn0032779	Alp12	FBtr0081204	Alp12-RA	0
2L	19430238	19431238	0.0	1.0	2L	19424050	19430270	FBgn0032780	CG13085	FBtr0081203	CG13085-RA	0
2L	19430238	19431238	0.0	1.0	2L	19430643	19432444	FBgn0032781	RtcB	FBtr0081205	RtcB-RA	0
2L	19432710	19433710	1.0	1.0	2L	19432574	19435841	FBgn0032782	Rab9	FBtr0081206	Rab9-RA	0
2L	19438741	19439741	1.0	1.0	2L	19435850	19442727	FBgn0032783	CG10237	FBtr0081207	CG10237-RA	0
2L	19440718	19441718	1.0	1.0	2L	19435850	19442727	FBgn0032783	CG10237	FBtr0081207	CG10237-RA	0
2L	19441723	19442723	1.0	1.0	2L	19435850	19442727	FBgn0032783	CG10237	FBtr0081207	CG10237-RA	0
2L	19441723	19442723	1.0	1.0	2L	19441959	19447317	FBgn0003346	RanGAP	FBtr0081234	RanGAP-RA	0
2L	19444364	19445364	1.0	1.0	2L	19441959	19447317	FBgn0003346	RanGAP	FBtr0081234	RanGAP-RA	0
2L	19444364	19445364	1.0	1.0	2L	19442833	19444750	FBgn0024230	Hs2st	FBtr0081288	Hs2st-RA	0
2L	19452638	19453638	1.0	1.0	2L	19447365	19453490	FBgn0284220	Top2	FBtr0081287	Top2-RA	0
2L	19454289	19455289	1.0	1.0	2L	19454256	19457723	FBgn0032785	CG10026	FBtr0081236	CG10026-RA	0
2L	19455579	19456579	1.0	0.0	2L	19454256	19457723	FBgn0032785	CG10026	FBtr0081236	CG10026-RA	0
2L	19458338	19459338	1.0	0.0	2L	19454256	19457723	FBgn0032785	CG10026	FBtr0081236	CG10026-RA	-615
2L	19462533	19463533	1.0	1.0	2L	19464267	19467758	FBgn0000964	tj	FBtr0329891	tj-RC	734
2L	19463619	19464619	1.0	1.0	2L	19464267	19467758	FBgn0000964	tj	FBtr0329891	tj-RC	0
2L	19465020	19466020	1.0	0.0	2L	19464267	19467758	FBgn0000964	tj	FBtr0329891	tj-RC	0
2L	19467849	19468849	1.0	0.0	2L	19464267	19467758	FBgn0000964	tj	FBtr0329891	tj-RC	-91
2L	19469772	19470772	0.0	1.0	2L	19469126	19469894	FBgn0267286	lncRNA:CR45722	FBtr0346501	lncRNA:CR45722-RA	0
2L	19469772	19470772	0.0	1.0	2L	19470065	19470724	FBgn0267287	lncRNA:CR45723	FBtr0346502	lncRNA:CR45723-RA	0
2L	19489649	19490649	1.0	1.0	2L	19488682	19490104	FBgn0032790	CG10194	FBtr0081285	CG10194-RA	0
2L	19489649	19490649	1.0	1.0	2L	19490262	19491679	FBgn0032791	CG18094	FBtr0081243	CG18094-RA	0
2L	19492812	19493812	1.0	1.0	2L	19491647	19493253	FBgn0032793	CG10189	FBtr0081284	CG10189-RA	0
2L	19492812	19493812	1.0	1.0	2L	19493251	19497978	FBgn0002044	swm	FBtr0081244	swm-RA	0
2L	19497749	19498749	1.0	1.0	2L	19493251	19497978	FBgn0002044	swm	FBtr0081244	swm-RA	0
2L	19497749	19498749	1.0	1.0	2L	19498168	19502268	FBgn0040268	Top3alpha	FBtr0081246	Top3alpha-RA	0
2L	19508103	19509103	1.0	1.0	2L	19502335	19508764	FBgn0032796	cyst	FBtr0081282	cyst-RB	0
2L	19508103	19509103	1.0	1.0	2L	19508953	19517204	FBgn0032797	Hasp	FBtr0081280	Hasp-RA	0
2L	19515887	19516887	0.0	1.0	2L	19508953	19517204	FBgn0032797	Hasp	FBtr0081280	Hasp-RA	0
2L	19517093	19518093	1.0	1.0	2L	19508953	19517204	FBgn0032797	Hasp	FBtr0081280	Hasp-RA	0
2L	19517093	19518093	1.0	1.0	2L	19517992	19518632	FBgn0263095	lncRNA:CR43363	FBtr0307113	lncRNA:CR43363-RA	0
2L	19518833	19519833	1.0	1.0	2L	19518824	19525453	FBgn0032798	CG10132	FBtr0081247	CG10132-RA	0
2L	19526022	19527022	1.0	1.0	2L	19525434	19526368	FBgn0032799	Dpm1	FBtr0081279	Dpm1-RA	0
2L	19526022	19527022	1.0	1.0	2L	19526686	19532985	FBgn0032800	CG10137	FBtr0081248	CG10137-RA	0
2L	19526022	19527022	1.0	1.0	2L	19526910	19530305	FBgn0032801	CG10165	FBtr0081277	CG10165-RA	0
2L	19527997	19528997	1.0	1.0	2L	19526686	19532985	FBgn0032800	CG10137	FBtr0081248	CG10137-RA	0
2L	19527997	19528997	1.0	1.0	2L	19526910	19530305	FBgn0032801	CG10165	FBtr0081277	CG10165-RA	0
2L	19529712	19530712	1.0	1.0	2L	19526686	19532985	FBgn0032800	CG10137	FBtr0081248	CG10137-RA	0
2L	19529712	19530712	1.0	1.0	2L	19526910	19530305	FBgn0032801	CG10165	FBtr0081277	CG10165-RA	0
2L	19533044	19534044	1.0	1.0	2L	19533479	19537363	FBgn0053116	CG33116	FBtr0081249	CG33116-RA	0
2L	19534935	19535935	1.0	0.0	2L	19533479	19537363	FBgn0053116	CG33116	FBtr0081249	CG33116-RA	0
2L	19534935	19535935	1.0	0.0	2L	19535448	19536104	FBgn0051697	CG31697	FBtr0081250	CG31697-RA	0
2L	19537391	19538391	0.0	1.0	2L	19537965	19538223	FBgn0267011	lncRNA:CR45455	FBtr0345962	lncRNA:CR45455-RA	0
2L	19542266	19543266	1.0	1.0	2L	19542468	19545548	FBgn0003231	ref(2)P	FBtr0081253	ref(2)P-RA	0
2L	19546502	19547502	1.0	1.0	2L	19545376	19546959	FBgn0032805	CG10337	FBtr0081276	CG10337-RA	0
2L	19547898	19548898	1.0	1.0	2L	19548507	19556451	FBgn0041180	Tep4	FBtr0081254	Tep4-RA	0
2L	19549182	19550182	1.0	1.0	2L	19548507	19556451	FBgn0041180	Tep4	FBtr0081254	Tep4-RA	0
2L	19565314	19566314	1.0	1.0	2L	19565863	19567359	FBgn0032810	CG13077	FBtr0081257	CG13077-RA	0
2L	19570725	19571725	1.0	0.0	2L	19567900	19577315	FBgn0005672	spi	FBtr0081270	spi-RE	0
2L	19571519	19572519	1.0	1.0	2L	19567900	19577315	FBgn0005672	spi	FBtr0081270	spi-RE	0
2L	19572159	19573159	1.0	1.0	2L	19567900	19577315	FBgn0005672	spi	FBtr0081270	spi-RE	0
2L	19574837	19575837	1.0	1.0	2L	19567900	19577315	FBgn0005672	spi	FBtr0081270	spi-RE	0
2L	19576152	19577152	1.0	1.0	2L	19567900	19577315	FBgn0005672	spi	FBtr0081270	spi-RE	0
2L	19579919	19580919	1.0	0.0	2L	19579093	19580351	FBgn0032811	Pmvk	FBtr0081266	Pmvk-RA	0
2L	19579919	19580919	1.0	0.0	2L	19580612	19582474	FBgn0032812	Hakai	FBtr0081263	Hakai-RA	0
2L	19581883	19582883	1.0	1.0	2L	19580612	19582474	FBgn0032812	Hakai	FBtr0081263	Hakai-RA	0
2L	19581883	19582883	1.0	1.0	2L	19582823	19583990	FBgn0032813	PCNA2	FBtr0081262	PCNA2-RA	0
2L	19583710	19584710	1.0	1.0	2L	19582823	19583990	FBgn0032813	PCNA2	FBtr0081262	PCNA2-RA	0
2L	19583710	19584710	1.0	1.0	2L	19584235	19586440	FBgn0032814	CG10366	FBtr0081259	CG10366-RA	0
2L	19586142	19587142	0.0	1.0	2L	19584235	19586440	FBgn0032814	CG10366	FBtr0081259	CG10366-RA	0
2L	19586142	19587142	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19586989	19587989	1.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19590221	19591221	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19605126	19606126	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19605126	19606126	0.0	1.0	2L	19600697	19605490	FBgn0266313	lncRNA:CR44978	FBtr0344042	lncRNA:CR44978-RA	0
2L	19606029	19607029	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19606029	19607029	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19615344	19616344	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19615344	19616344	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19616931	19617931	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19616931	19617931	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19617674	19618674	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19617674	19618674	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19619388	19620388	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19619388	19620388	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19629535	19630535	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19629535	19630535	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19634326	19635326	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19634326	19635326	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19657574	19658574	1.0	0.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19657574	19658574	1.0	0.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19664637	19665637	1.0	0.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19664637	19665637	1.0	0.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19668357	19669357	1.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19668357	19669357	1.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19686995	19687995	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19686995	19687995	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19688848	19689848	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19688848	19689848	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19690178	19691178	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19690178	19691178	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19692610	19693610	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19692610	19693610	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19702230	19703230	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19702230	19703230	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19712710	19713710	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19712710	19713710	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19722877	19723877	0.0	1.0	2L	19586623	19732069	FBgn0000464	Lar	FBtr0081260	Lar-RA	0
2L	19722877	19723877	0.0	1.0	2L	19606569	19731561	FBgn0267964	CG46244	FBtr0347542	CG46244-RA	0
2L	19732572	19733572	0.0	1.0	2L	19732080	19735980	FBgn0032815	CG10462	FBtr0081325	CG10462-RA	0
2L	19735409	19736409	1.0	1.0	2L	19732080	19735980	FBgn0032815	CG10462	FBtr0081325	CG10462-RA	0
2L	19735409	19736409	1.0	1.0	2L	19736044	19737088	FBgn0032816	Nf-YB	FBtr0081289	Nf-YB-RA	0
2L	19737019	19738019	1.0	0.0	2L	19736044	19737088	FBgn0032816	Nf-YB	FBtr0081289	Nf-YB-RA	0
2L	19740286	19741286	1.0	0.0	2L	19740839	19742506	FBgn0266211	CR44906	FBtr0343859	CR44906-RA	0
2L	19754613	19755613	1.0	1.0	2L	19742817	19756904	FBgn0032817	CG10631	FBtr0081324	CG10631-RA	0
2L	19755983	19756983	1.0	1.0	2L	19742817	19756904	FBgn0032817	CG10631	FBtr0081324	CG10631-RA	0
2L	19758264	19759264	1.0	1.0	2L	19757245	19758615	FBgn0032818	CG10628	FBtr0081323	CG10628-RA	0
2L	19758264	19759264	1.0	1.0	2L	19758879	19760986	FBgn0032819	CG10463	FBtr0081290	CG10463-RA	0
2L	19763968	19764968	1.0	1.0	2L	19761587	19764136	FBgn0032820	fbp	FBtr0081321	fbp-RA	0
2L	19765269	19766269	1.0	0.0	2L	19765776	19769067	FBgn0000529	bsh	FBtr0089320	bsh-RB	0
2L	19769156	19770156	0.0	1.0	2L	19765776	19769067	FBgn0000529	bsh	FBtr0089320	bsh-RB	-89
2L	19775354	19776354	1.0	0.0	2L	19774874	19791882	FBgn0032821	CdGAPr	FBtr0081318	CdGAPr-RA	0
2L	19785294	19786294	1.0	1.0	2L	19774874	19791882	FBgn0032821	CdGAPr	FBtr0081318	CdGAPr-RA	0
2L	19788136	19789136	0.0	1.0	2L	19774874	19791882	FBgn0032821	CdGAPr	FBtr0081318	CdGAPr-RA	0
2L	19788984	19789984	0.0	1.0	2L	19774874	19791882	FBgn0032821	CdGAPr	FBtr0081318	CdGAPr-RA	0
2L	19791220	19792220	1.0	1.0	2L	19774874	19791882	FBgn0032821	CdGAPr	FBtr0081318	CdGAPr-RA	0
2L	19791220	19792220	1.0	1.0	2L	19792104	19792782	FBgn0032822	CG10466	FBtr0081291	CG10466-RA	0
2L	19795178	19796178	1.0	1.0	2L	19792773	19795851	FBgn0004811	fs(2)ltoPP43	FBtr0081316	fs(2)ltoPP43-RA	0
2L	19797012	19798012	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19799559	19800559	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19809349	19810349	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19810342	19811342	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19810342	19811342	1.0	0.0	2L	19810734	19810875	FBgn0003931	snRNA:U4:38AB	FBtr0081292	snRNA:U4:38AB-RA	0
2L	19812210	19813210	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19812210	19813210	1.0	0.0	2L	19812646	19812836	FBgn0003923	snRNA:U2:38ABb	FBtr0081293	snRNA:U2:38ABb-RA	0
2L	19815188	19816188	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19815188	19816188	1.0	0.0	2L	19815614	19815805	FBgn0003922	snRNA:U2:38ABa	FBtr0081313	snRNA:U2:38ABa-RA	0
2L	19819665	19820665	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19845549	19846549	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19847784	19848784	1.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19850601	19851601	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19856211	19857211	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19865229	19866229	1.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19872124	19873124	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19873233	19874233	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19874713	19875713	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19876867	19877867	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19878013	19879013	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19878937	19879937	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19887086	19888086	1.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19895077	19896077	1.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19898172	19899172	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19898977	19899977	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19899710	19900710	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19916742	19917742	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19917531	19918531	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19920921	19921921	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19920921	19921921	0.0	1.0	2L	19919845	19921926	FBgn0264376	lncRNA:CR43828	FBtr0332238	lncRNA:CR43828-RA	0
2L	19923382	19924382	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19923382	19924382	0.0	1.0	2L	19922964	19923574	FBgn0264375	lncRNA:CR43827	FBtr0332239	lncRNA:CR43827-RA	0
2L	19929480	19930480	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19934854	19935854	1.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19935543	19936543	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19940712	19941712	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19942024	19943024	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19943534	19944534	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19947630	19948630	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19948636	19949636	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19951434	19952434	0.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19952722	19953722	1.0	1.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19953407	19954407	1.0	0.0	2L	19796365	19958424	FBgn0263873	sick	FBtr0344856	sick-RN	0
2L	19958677	19959677	1.0	1.0	2L	19958713	19960065	FBgn0032833	COX4	FBtr0081300	COX4-RA	0
2L	19960834	19961834	1.0	0.0	2L	19960069	19961030	FBgn0054051	CG34051	FBtr0100106	CG34051-RA	0
