Chromosome,Start,End,label_head,label_testis,Nearest_Chromosome,Nearest_Start,Nearest_End,Gene_ID,Distance
2L,8782740,8783740,0.0,1.0,2L,8752285,8753209,FBgn0032065,-29532
2L,8784992,8785992,0.0,1.0,2L,8752285,8753209,FBgn0032065,-31784
2L,8791557,8792557,0.0,1.0,2L,8752285,8753209,FBgn0032065,-38349
2L,8801863,8802863,0.0,1.0,2L,8752285,8753209,FBgn0032065,-48655
2L,8803892,8804892,0.0,1.0,2L,8752285,8753209,FBgn0032065,-50684
2L,8805953,8806953,0.0,1.0,2L,8752285,8753209,FBgn0032065,-52745
2L,8813362,8814362,0.0,1.0,2L,8752285,8753209,FBgn0032065,-60154
2L,8814298,8815298,1.0,0.0,2L,8752285,8753209,FBgn0032065,-61090
2L,8821880,8822880,0.0,1.0,2L,8752285,8753209,FBgn0032065,-68672
2L,8825013,8826013,1.0,1.0,2L,8752285,8753209,FBgn0032065,-71805
2L,8832585,8833585,1.0,0.0,2L,8752285,8753209,FBgn0032065,-79377
2L,8834799,8835799,1.0,1.0,2L,8752285,8753209,FBgn0032065,-81591
2L,8851884,8852884,1.0,0.0,2L,8947266,8947871,FBgn0286875,94383
2L,8859635,8860635,1.0,0.0,2L,8947266,8947871,FBgn0286875,86632
2L,8860623,8861623,0.0,1.0,2L,8947266,8947871,FBgn0286875,85644
2L,8888393,8889393,1.0,1.0,2L,8947266,8947871,FBgn0286875,57874
2L,8898137,8899137,1.0,1.0,2L,8947266,8947871,FBgn0286875,48130
2L,8908270,8909270,0.0,1.0,2L,8947266,8947871,FBgn0286875,37997
2L,8937075,8938075,1.0,1.0,2L,8947266,8947871,FBgn0286875,9192
2L,8942821,8943821,1.0,1.0,2L,8947266,8947871,FBgn0286875,3446
2L,8946039,8947039,1.0,0.0,2L,8947266,8947871,FBgn0286875,228
2L,8950258,8951258,1.0,1.0,2L,8947266,8947871,FBgn0286875,-2388
2L,8957595,8958595,1.0,1.0,2L,8947266,8947871,FBgn0286875,-9725
2L,8962119,8963119,1.0,0.0,2L,8947266,8947871,FBgn0286875,-14249
2L,8972421,8973421,1.0,0.0,2L,8947266,8947871,FBgn0286875,-24551
2L,8974166,8975166,1.0,0.0,2L,8947266,8947871,FBgn0286875,-26296
2L,8975078,8976078,0.0,1.0,2L,8947266,8947871,FBgn0286875,-27208
2L,8979961,8980961,1.0,0.0,2L,8947266,8947871,FBgn0286875,-32091
2L,8981836,8982836,1.0,0.0,2L,8947266,8947871,FBgn0286875,-33966
2L,8984464,8985464,1.0,1.0,2L,8947266,8947871,FBgn0286875,-36594
2L,8988689,8989689,1.0,1.0,2L,8947266,8947871,FBgn0286875,-40819
2L,8996990,8997990,1.0,1.0,2L,8947266,8947871,FBgn0286875,-49120
2L,9019114,9020114,0.0,1.0,2L,8947266,8947871,FBgn0286875,-71244
2L,9036465,9037465,0.0,1.0,2L,8947266,8947871,FBgn0286875,-88595
2L,9039300,9040300,0.0,1.0,2L,8947266,8947871,FBgn0286875,-91430
2L,9045790,9046790,0.0,1.0,2L,8947266,8947871,FBgn0286875,-97920
2L,9062462,9063462,1.0,0.0,2L,8947266,8947871,FBgn0286875,-114592
2L,9070843,9071843,0.0,1.0,2L,8947266,8947871,FBgn0286875,-122973
2L,9082560,9083560,0.0,1.0,2L,8947266,8947871,FBgn0286875,-134690
2L,9089436,9090436,1.0,0.0,2L,8947266,8947871,FBgn0286875,-141566
2L,9090151,9091151,0.0,1.0,2L,8947266,8947871,FBgn0286875,-142281
2L,9109289,9110289,0.0,1.0,2L,8947266,8947871,FBgn0286875,-161419
2L,9125232,9126232,1.0,1.0,2L,8947266,8947871,FBgn0286875,-177362
2L,9126747,9127747,1.0,1.0,2L,8947266,8947871,FBgn0286875,-178877
2L,9128070,9129070,0.0,1.0,2L,8947266,8947871,FBgn0286875,-180200
2L,9129187,9130187,0.0,1.0,2L,8947266,8947871,FBgn0286875,-181317
2L,9132503,9133503,0.0,1.0,2L,8947266,8947871,FBgn0286875,-184633
2L,9133245,9134245,0.0,1.0,2L,8947266,8947871,FBgn0286875,-185375
2L,9137962,9138962,1.0,0.0,2L,8947266,8947871,FBgn0286875,-190092
2L,9140496,9141496,1.0,0.0,2L,8947266,8947871,FBgn0286875,-192626
2L,9141303,9142303,1.0,1.0,2L,8947266,8947871,FBgn0286875,-193433
2L,9142958,9143958,0.0,1.0,2L,8947266,8947871,FBgn0286875,-195088
2L,9147829,9148829,0.0,1.0,2L,8947266,8947871,FBgn0286875,-199959
2L,9156779,9157779,1.0,0.0,2L,8947266,8947871,FBgn0286875,-208909
2L,9157721,9158721,1.0,1.0,2L,8947266,8947871,FBgn0286875,-209851
2L,9158757,9159757,0.0,1.0,2L,8947266,8947871,FBgn0286875,-210887
2L,9163781,9164781,0.0,1.0,2L,8947266,8947871,FBgn0286875,-215911
2L,9166338,9167338,1.0,1.0,2L,8947266,8947871,FBgn0286875,-218468
2L,9174872,9175872,1.0,1.0,2L,8947266,8947871,FBgn0286875,-227002
2L,9175997,9176997,1.0,1.0,2L,8947266,8947871,FBgn0286875,-228127
2L,9178054,9179054,1.0,0.0,2L,8947266,8947871,FBgn0286875,-230184
2L,9181597,9182597,1.0,0.0,2L,8947266,8947871,FBgn0286875,-233727
2L,9182254,9183254,1.0,1.0,2L,8947266,8947871,FBgn0286875,-234384
2L,9183983,9184983,1.0,0.0,2L,8947266,8947871,FBgn0286875,-236113
2L,9185248,9186248,1.0,0.0,2L,8947266,8947871,FBgn0286875,-237378
2L,9188663,9189663,1.0,0.0,2L,8947266,8947871,FBgn0286875,-240793
2L,9189913,9190913,1.0,1.0,2L,8947266,8947871,FBgn0286875,-242043
2L,9190955,9191955,0.0,1.0,2L,8947266,8947871,FBgn0286875,-243085
2L,9194367,9195367,1.0,0.0,2L,8947266,8947871,FBgn0286875,-246497
2L,9194816,9195816,0.0,1.0,2L,8947266,8947871,FBgn0286875,-246946
2L,9203131,9204131,1.0,1.0,2L,8947266,8947871,FBgn0286875,-255261
2L,9204957,9205957,1.0,1.0,2L,8947266,8947871,FBgn0286875,-257087
2L,9209454,9210454,0.0,1.0,2L,8947266,8947871,FBgn0286875,-261584
2L,9211106,9212106,0.0,1.0,2L,8947266,8947871,FBgn0286875,-263236
2L,9216341,9217341,0.0,1.0,2L,8947266,8947871,FBgn0286875,-268471
2L,9221914,9222914,1.0,1.0,2L,8947266,8947871,FBgn0286875,-274044
2L,9222968,9223968,1.0,0.0,2L,8947266,8947871,FBgn0286875,-275098
2L,9224039,9225039,1.0,1.0,2L,8947266,8947871,FBgn0286875,-276169
2L,9224980,9225980,0.0,1.0,2L,8947266,8947871,FBgn0286875,-277110
2L,9226316,9227316,0.0,1.0,2L,8947266,8947871,FBgn0286875,-278446
2L,9228113,9229113,1.0,1.0,2L,8947266,8947871,FBgn0286875,-280243
2L,9229545,9230545,1.0,1.0,2L,8947266,8947871,FBgn0286875,-281675
2L,9231628,9232628,0.0,1.0,2L,8947266,8947871,FBgn0286875,-283758
2L,9237406,9238406,1.0,1.0,2L,8947266,8947871,FBgn0286875,-289536
2L,9239773,9240773,1.0,0.0,2L,8947266,8947871,FBgn0286875,-291903
2L,9241722,9242722,1.0,0.0,2L,8947266,8947871,FBgn0286875,-293852
2L,9243029,9244029,1.0,0.0,2L,8947266,8947871,FBgn0286875,-295159
2L,9252650,9253650,1.0,1.0,2L,9548258,9565438,FBgn0287599,294609
2L,9254576,9255576,1.0,0.0,2L,9548258,9565438,FBgn0287599,292683
2L,9256119,9257119,1.0,1.0,2L,9548258,9565438,FBgn0287599,291140
2L,9261474,9262474,0.0,1.0,2L,9548258,9565438,FBgn0287599,285785
2L,9262432,9263432,1.0,0.0,2L,9548258,9565438,FBgn0287599,284827
2L,9263204,9264204,0.0,1.0,2L,9548258,9565438,FBgn0287599,284055
2L,9265255,9266255,0.0,1.0,2L,9548258,9565438,FBgn0287599,282004
2L,9271992,9272992,0.0,1.0,2L,9548258,9565438,FBgn0287599,275267
2L,9279073,9280073,0.0,1.0,2L,9548258,9565438,FBgn0287599,268186
2L,9280237,9281237,0.0,1.0,2L,9548258,9565438,FBgn0287599,267022
2L,9284683,9285683,0.0,1.0,2L,9548258,9565438,FBgn0287599,262576
2L,9285830,9286830,0.0,1.0,2L,9548258,9565438,FBgn0287599,261429
2L,9286553,9287553,0.0,1.0,2L,9548258,9565438,FBgn0287599,260706
2L,9288579,9289579,0.0,1.0,2L,9548258,9565438,FBgn0287599,258680
2L,9297286,9298286,0.0,1.0,2L,9548258,9565438,FBgn0287599,249973
2L,9299613,9300613,1.0,1.0,2L,9548258,9565438,FBgn0287599,247646
2L,9301161,9302161,0.0,1.0,2L,9548258,9565438,FBgn0287599,246098
2L,9305136,9306136,0.0,1.0,2L,9548258,9565438,FBgn0287599,242123
2L,9306125,9307125,0.0,1.0,2L,9548258,9565438,FBgn0287599,241134
2L,9310571,9311571,0.0,1.0,2L,9548258,9565438,FBgn0287599,236688
2L,9311465,9312465,0.0,1.0,2L,9548258,9565438,FBgn0287599,235794
2L,9313561,9314561,0.0,1.0,2L,9548258,9565438,FBgn0287599,233698
2L,9317773,9318773,0.0,1.0,2L,9548258,9565438,FBgn0287599,229486
2L,9318614,9319614,0.0,1.0,2L,9548258,9565438,FBgn0287599,228645
2L,9319874,9320874,0.0,1.0,2L,9548258,9565438,FBgn0287599,227385
2L,9324663,9325663,0.0,1.0,2L,9548258,9565438,FBgn0287599,222596
2L,9325897,9326897,0.0,1.0,2L,9548258,9565438,FBgn0287599,221362
2L,9326848,9327848,0.0,1.0,2L,9548258,9565438,FBgn0287599,220411
2L,9330214,9331214,1.0,1.0,2L,9548258,9565438,FBgn0287599,217045
2L,9333013,9334013,1.0,1.0,2L,9548258,9565438,FBgn0287599,214246
2L,9336002,9337002,0.0,1.0,2L,9548258,9565438,FBgn0287599,211257
2L,9338567,9339567,0.0,1.0,2L,9548258,9565438,FBgn0287599,208692
2L,9348975,9349975,1.0,0.0,2L,9548258,9565438,FBgn0287599,198284
2L,9360185,9361185,0.0,1.0,2L,9548258,9565438,FBgn0287599,187074
2L,9363223,9364223,0.0,1.0,2L,9548258,9565438,FBgn0287599,184036
2L,9364047,9365047,1.0,0.0,2L,9548258,9565438,FBgn0287599,183212
2L,9371646,9372646,0.0,1.0,2L,9548258,9565438,FBgn0287599,175613
2L,9377449,9378449,0.0,1.0,2L,9548258,9565438,FBgn0287599,169810
2L,9381892,9382892,0.0,1.0,2L,9548258,9565438,FBgn0287599,165367
2L,9387261,9388261,1.0,1.0,2L,9548258,9565438,FBgn0287599,159998
2L,9389054,9390054,0.0,1.0,2L,9548258,9565438,FBgn0287599,158205
2L,9391496,9392496,0.0,1.0,2L,9548258,9565438,FBgn0287599,155763
2L,9398300,9399300,0.0,1.0,2L,9548258,9565438,FBgn0287599,148959
2L,9403436,9404436,0.0,1.0,2L,9548258,9565438,FBgn0287599,143823
2L,9414676,9415676,0.0,1.0,2L,9548258,9565438,FBgn0287599,132583
2L,9415912,9416912,1.0,1.0,2L,9548258,9565438,FBgn0287599,131347
2L,9420286,9421286,0.0,1.0,2L,9548258,9565438,FBgn0287599,126973
2L,9422387,9423387,1.0,0.0,2L,9548258,9565438,FBgn0287599,124872
2L,9430948,9431948,1.0,1.0,2L,9548258,9565438,FBgn0287599,116311
2L,9437317,9438317,1.0,1.0,2L,9548258,9565438,FBgn0287599,109942
2L,9443768,9444768,0.0,1.0,2L,9548258,9565438,FBgn0287599,103491
2L,9446186,9447186,1.0,1.0,2L,9548258,9565438,FBgn0287599,101073
2L,9448069,9449069,1.0,1.0,2L,9548258,9565438,FBgn0287599,99190
2L,9449181,9450181,1.0,1.0,2L,9548258,9565438,FBgn0287599,98078
2L,9452700,9453700,0.0,1.0,2L,9548258,9565438,FBgn0287599,94559
2L,9459643,9460643,1.0,0.0,2L,9548258,9565438,FBgn0287599,87616
2L,9464185,9465185,0.0,1.0,2L,9548258,9565438,FBgn0287599,83074
2L,9486047,9487047,0.0,1.0,2L,9548258,9565438,FBgn0287599,61212
2L,9493825,9494825,1.0,1.0,2L,9548258,9565438,FBgn0287599,53434
2L,9495068,9496068,1.0,1.0,2L,9548258,9565438,FBgn0287599,52191
2L,9496013,9497013,1.0,1.0,2L,9548258,9565438,FBgn0287599,51246
2L,9496990,9497990,1.0,1.0,2L,9548258,9565438,FBgn0287599,50269
2L,9498110,9499110,1.0,0.0,2L,9548258,9565438,FBgn0287599,49149
2L,9500057,9501057,1.0,0.0,2L,9548258,9565438,FBgn0287599,47202
2L,9505080,9506080,0.0,1.0,2L,9548258,9565438,FBgn0287599,42179
2L,9506236,9507236,1.0,0.0,2L,9548258,9565438,FBgn0287599,41023
2L,9508240,9509240,0.0,1.0,2L,9548258,9565438,FBgn0287599,39019
2L,9509585,9510585,0.0,1.0,2L,9548258,9565438,FBgn0287599,37674
2L,9510210,9511210,1.0,1.0,2L,9548258,9565438,FBgn0287599,37049
2L,9511208,9512208,0.0,1.0,2L,9548258,9565438,FBgn0287599,36051
2L,9512561,9513561,0.0,1.0,2L,9548258,9565438,FBgn0287599,34698
2L,9518926,9519926,1.0,0.0,2L,9548258,9565438,FBgn0287599,28333
2L,9520777,9521777,1.0,1.0,2L,9548258,9565438,FBgn0287599,26482
2L,9522429,9523429,1.0,1.0,2L,9548258,9565438,FBgn0287599,24830
2L,9526334,9527334,1.0,0.0,2L,9548258,9565438,FBgn0287599,20925
2L,9527588,9528588,1.0,0.0,2L,9548258,9565438,FBgn0287599,19671
2L,9529749,9530749,1.0,0.0,2L,9548258,9565438,FBgn0287599,17510
2L,9532451,9533451,0.0,1.0,2L,9548258,9565438,FBgn0287599,14808
2L,9554635,9555635,0.0,1.0,2L,9548258,9565438,FBgn0287599,0
2L,9556427,9557427,1.0,1.0,2L,9548258,9565438,FBgn0287599,0
2L,9560051,9561051,1.0,1.0,2L,9548258,9565438,FBgn0287599,0
2L,9562150,9563150,0.0,1.0,2L,9548258,9565438,FBgn0287599,0
2L,9566190,9567190,0.0,1.0,2L,9548258,9565438,FBgn0287599,-753
2L,9567191,9568191,1.0,1.0,2L,9548258,9565438,FBgn0287599,-1754
2L,9568162,9569162,1.0,1.0,2L,9548258,9565438,FBgn0287599,-2725
2L,9570291,9571291,1.0,1.0,2L,9548258,9565438,FBgn0287599,-4854
2L,9576019,9577019,1.0,1.0,2L,9578120,9579638,FBgn0051709,1102
2L,9581434,9582434,1.0,1.0,2L,9578120,9579638,FBgn0051709,-1797
2L,9612979,9613979,1.0,1.0,2L,9624452,9625285,FBgn0051882,10474
2L,9616618,9617618,1.0,1.0,2L,9624452,9625285,FBgn0051882,6835
2L,9617631,9618631,1.0,0.0,2L,9624452,9625285,FBgn0051882,5822
2L,9618815,9619815,1.0,1.0,2L,9624452,9625285,FBgn0051882,4638
2L,9619670,9620670,1.0,1.0,2L,9624452,9625285,FBgn0051882,3783
2L,9625215,9626215,0.0,1.0,2L,9624452,9625285,FBgn0051882,0
2L,9625747,9626747,0.0,1.0,2L,9624452,9625285,FBgn0051882,-463
2L,9633720,9634720,0.0,1.0,2L,9624452,9625285,FBgn0051882,-8436
2L,9637065,9638065,0.0,1.0,2L,9624452,9625285,FBgn0051882,-11781
2L,9657238,9658238,1.0,1.0,2L,9624452,9625285,FBgn0051882,-31954
2L,9659976,9660976,0.0,1.0,2L,9624452,9625285,FBgn0051882,-34692
2L,9662362,9663362,0.0,1.0,2L,9624452,9625285,FBgn0051882,-37078
2L,9666431,9667431,0.0,1.0,2L,9702442,9705954,FBgn0051710,35012
2L,9667453,9668453,0.0,1.0,2L,9702442,9705954,FBgn0051710,33990
2L,9672812,9673812,0.0,1.0,2L,9702442,9705954,FBgn0051710,28631
2L,9676240,9677240,1.0,0.0,2L,9702442,9705954,FBgn0051710,25203
2L,9676960,9677960,0.0,1.0,2L,9702442,9705954,FBgn0051710,24483
2L,9678533,9679533,1.0,1.0,2L,9702442,9705954,FBgn0051710,22910
2L,9679372,9680372,1.0,0.0,2L,9702442,9705954,FBgn0051710,22071
2L,9685631,9686631,1.0,1.0,2L,9702442,9705954,FBgn0051710,15812
2L,9688941,9689941,0.0,1.0,2L,9702442,9705954,FBgn0051710,12502
2L,9691556,9692556,1.0,1.0,2L,9702442,9705954,FBgn0051710,9887
2L,9692981,9693981,0.0,1.0,2L,9702442,9705954,FBgn0051710,8462
2L,9698768,9699768,1.0,1.0,2L,9702442,9705954,FBgn0051710,2675
2L,9700187,9701187,1.0,1.0,2L,9702442,9705954,FBgn0051710,1256
2L,9705375,9706375,1.0,1.0,2L,9702442,9705954,FBgn0051710,0
2L,9710748,9711748,1.0,1.0,2L,9702442,9705954,FBgn0051710,-4795
2L,9724186,9725186,0.0,1.0,2L,9729940,9730945,FBgn0032139,4755
2L,9725382,9726382,0.0,1.0,2L,9729940,9730945,FBgn0032139,3559
2L,9728430,9729430,0.0,1.0,2L,9729940,9730945,FBgn0032139,511
2L,9729261,9730261,0.0,1.0,2L,9729940,9730945,FBgn0032139,0
2L,9730986,9731986,0.0,1.0,2L,9729940,9730945,FBgn0032139,-42
2L,9731731,9732731,0.0,1.0,2L,9729940,9730945,FBgn0032139,-787
2L,9734502,9735502,0.0,1.0,2L,9729940,9730945,FBgn0032139,-3558
2L,9735562,9736562,1.0,0.0,2L,9729940,9730945,FBgn0032139,-4618
2L,9736177,9737177,1.0,1.0,2L,9729940,9730945,FBgn0032139,-5233
2L,9737262,9738262,1.0,1.0,2L,9729940,9730945,FBgn0032139,-6318
2L,9737770,9738770,0.0,1.0,2L,9729940,9730945,FBgn0032139,-6826
2L,9738874,9739874,1.0,0.0,2L,9729940,9730945,FBgn0032139,-7930
2L,9740081,9741081,0.0,1.0,2L,9729940,9730945,FBgn0032139,-9137
2L,9743457,9744457,0.0,1.0,2L,9729940,9730945,FBgn0032139,-12513
2L,9744398,9745398,0.0,1.0,2L,9729940,9730945,FBgn0032139,-13454
2L,9746469,9747469,1.0,1.0,2L,9729940,9730945,FBgn0032139,-15525
2L,9749706,9750706,1.0,0.0,2L,9729940,9730945,FBgn0032139,-18762
2L,9752159,9753159,0.0,1.0,2L,9729940,9730945,FBgn0032139,-21215
2L,9752950,9753950,0.0,1.0,2L,9729940,9730945,FBgn0032139,-22006
2L,9754566,9755566,0.0,1.0,2L,9729940,9730945,FBgn0032139,-23622
2L,9755919,9756919,0.0,1.0,2L,9729940,9730945,FBgn0032139,-24975
2L,9758095,9759095,1.0,1.0,2L,9729940,9730945,FBgn0032139,-27151
2L,9762992,9763992,1.0,1.0,2L,9729940,9730945,FBgn0032139,-32048
2L,9776383,9777383,1.0,0.0,2L,9729940,9730945,FBgn0032139,-45439
2L,9777074,9778074,1.0,0.0,2L,9729940,9730945,FBgn0032139,-46130
2L,9779035,9780035,1.0,1.0,2L,9729940,9730945,FBgn0032139,-48091
2L,9782044,9783044,1.0,1.0,2L,9729940,9730945,FBgn0032139,-51100
2L,9790198,9791198,1.0,1.0,2L,9729940,9730945,FBgn0032139,-59254
2L,9792524,9793524,1.0,1.0,2L,9729940,9730945,FBgn0032139,-61580
2L,9815835,9816835,0.0,1.0,2L,9729940,9730945,FBgn0032139,-84891
2L,9827783,9828783,0.0,1.0,2L,9729940,9730945,FBgn0032139,-96839
2L,9828394,9829394,0.0,1.0,2L,9729940,9730945,FBgn0032139,-97450
2L,9829670,9830670,0.0,1.0,2L,9729940,9730945,FBgn0032139,-98726
2L,9840663,9841663,0.0,1.0,2L,9729940,9730945,FBgn0032139,-109719
2L,9841624,9842624,0.0,1.0,2L,9729940,9730945,FBgn0032139,-110680
2L,9849854,9850854,0.0,1.0,2L,9729940,9730945,FBgn0032139,-118910
2L,9853971,9854971,0.0,1.0,2L,9729940,9730945,FBgn0032139,-123027
2L,9858289,9859289,0.0,1.0,2L,9729940,9730945,FBgn0032139,-127345
2L,9860816,9861816,0.0,1.0,2L,9729940,9730945,FBgn0032139,-129872
2L,9861433,9862433,0.0,1.0,2L,9729940,9730945,FBgn0032139,-130489
2L,9862303,9863303,0.0,1.0,2L,9729940,9730945,FBgn0032139,-131359
2L,9863308,9864308,0.0,1.0,2L,9729940,9730945,FBgn0032139,-132364
2L,9869189,9870189,0.0,1.0,2L,9729940,9730945,FBgn0032139,-138245
2L,9872874,9873874,0.0,1.0,2L,9729940,9730945,FBgn0032139,-141930
2L,9874115,9875115,0.0,1.0,2L,9729940,9730945,FBgn0032139,-143171
2L,9879411,9880411,0.0,1.0,2L,9729940,9730945,FBgn0032139,-148467
2L,9885823,9886823,0.0,1.0,2L,9729940,9730945,FBgn0032139,-154879
2L,9887691,9888691,1.0,1.0,2L,9729940,9730945,FBgn0032139,-156747
2L,9890396,9891396,1.0,1.0,2L,9729940,9730945,FBgn0032139,-159452
2L,9892898,9893898,1.0,1.0,2L,9729940,9730945,FBgn0032139,-161954
2L,9894324,9895324,1.0,1.0,2L,9729940,9730945,FBgn0032139,-163380
2L,9896871,9897871,1.0,1.0,2L,9729940,9730945,FBgn0032139,-165927
2L,9907003,9908003,1.0,1.0,2L,9729940,9730945,FBgn0032139,-176059
2L,9908123,9909123,1.0,1.0,2L,9729940,9730945,FBgn0032139,-177179
2L,9912102,9913102,1.0,1.0,2L,9729940,9730945,FBgn0032139,-181158
2L,9914870,9915870,1.0,1.0,2L,9729940,9730945,FBgn0032139,-183926
2L,9917803,9918803,1.0,1.0,2L,9729940,9730945,FBgn0032139,-186859
2L,9921233,9922233,1.0,0.0,2L,9729940,9730945,FBgn0032139,-190289
2L,9938071,9939071,1.0,1.0,2L,10122129,10122771,FBgn0032184,183059
2L,9945721,9946721,0.0,1.0,2L,10122129,10122771,FBgn0032184,175409
2L,9947046,9948046,1.0,1.0,2L,10122129,10122771,FBgn0032184,174084
2L,9947876,9948876,1.0,1.0,2L,10122129,10122771,FBgn0032184,173254
2L,9953694,9954694,1.0,1.0,2L,10122129,10122771,FBgn0032184,167436
2L,9956792,9957792,1.0,1.0,2L,10122129,10122771,FBgn0032184,164338
2L,9958997,9959997,1.0,0.0,2L,10122129,10122771,FBgn0032184,162133
2L,9960535,9961535,0.0,1.0,2L,10122129,10122771,FBgn0032184,160595
2L,9963159,9964159,1.0,1.0,2L,10122129,10122771,FBgn0032184,157971
2L,9966758,9967758,1.0,1.0,2L,10122129,10122771,FBgn0032184,154372
2L,9967915,9968915,0.0,1.0,2L,10122129,10122771,FBgn0032184,153215
2L,9969032,9970032,0.0,1.0,2L,10122129,10122771,FBgn0032184,152098
2L,9973418,9974418,1.0,1.0,2L,10122129,10122771,FBgn0032184,147712
2L,9973987,9974987,1.0,1.0,2L,10122129,10122771,FBgn0032184,147143
2L,9974982,9975982,1.0,0.0,2L,10122129,10122771,FBgn0032184,146148
2L,9975945,9976945,1.0,1.0,2L,10122129,10122771,FBgn0032184,145185
2L,9978431,9979431,1.0,1.0,2L,10122129,10122771,FBgn0032184,142699
2L,9979536,9980536,1.0,0.0,2L,10122129,10122771,FBgn0032184,141594
2L,9980053,9981053,1.0,1.0,2L,10122129,10122771,FBgn0032184,141077
2L,9984228,9985228,1.0,1.0,2L,10122129,10122771,FBgn0032184,136902
2L,9985937,9986937,1.0,0.0,2L,10122129,10122771,FBgn0032184,135193
2L,10002094,10003094,1.0,0.0,2L,10122129,10122771,FBgn0032184,119036
2L,10003817,10004817,1.0,1.0,2L,10122129,10122771,FBgn0032184,117313
2L,10009485,10010485,1.0,1.0,2L,10122129,10122771,FBgn0032184,111645
2L,10029005,10030005,0.0,1.0,2L,10122129,10122771,FBgn0032184,92125
2L,10032170,10033170,0.0,1.0,2L,10122129,10122771,FBgn0032184,88960
2L,10038821,10039821,0.0,1.0,2L,10122129,10122771,FBgn0032184,82309
2L,10040078,10041078,0.0,1.0,2L,10122129,10122771,FBgn0032184,81052
2L,10045156,10046156,0.0,1.0,2L,10122129,10122771,FBgn0032184,75974
2L,10051466,10052466,0.0,1.0,2L,10122129,10122771,FBgn0032184,69664
2L,10056592,10057592,1.0,1.0,2L,10122129,10122771,FBgn0032184,64538
2L,10061257,10062257,0.0,1.0,2L,10122129,10122771,FBgn0032184,59873
2L,10070570,10071570,0.0,1.0,2L,10122129,10122771,FBgn0032184,50560
2L,10073477,10074477,0.0,1.0,2L,10122129,10122771,FBgn0032184,47653
2L,10086060,10087060,1.0,0.0,2L,10122129,10122771,FBgn0032184,35070
2L,10095682,10096682,0.0,1.0,2L,10122129,10122771,FBgn0032184,25448
2L,10138590,10139590,1.0,0.0,2L,10122129,10122771,FBgn0032184,-15820
2L,10139869,10140869,1.0,0.0,2L,10122129,10122771,FBgn0032184,-17099
2L,10142872,10143872,1.0,1.0,2L,10122129,10122771,FBgn0032184,-20102
2L,10144313,10145313,1.0,0.0,2L,10122129,10122771,FBgn0032184,-21543
2L,10163597,10164597,0.0,1.0,2L,10122129,10122771,FBgn0032184,-40827
2L,10166045,10167045,1.0,1.0,2L,10122129,10122771,FBgn0032184,-43275
2L,10178592,10179592,0.0,1.0,2L,10122129,10122771,FBgn0032184,-55822
2L,10179820,10180820,0.0,1.0,2L,10122129,10122771,FBgn0032184,-57050
2L,10198532,10199532,1.0,1.0,2L,10122129,10122771,FBgn0032184,-75762
2L,10200615,10201615,1.0,1.0,2L,10122129,10122771,FBgn0032184,-77845
2L,10203702,10204702,1.0,1.0,2L,10122129,10122771,FBgn0032184,-80932
2L,10206259,10207259,1.0,1.0,2L,10122129,10122771,FBgn0032184,-83489
2L,10208358,10209358,1.0,1.0,2L,10122129,10122771,FBgn0032184,-85588
2L,10210056,10211056,0.0,1.0,2L,10122129,10122771,FBgn0032184,-87286
2L,10210757,10211757,1.0,0.0,2L,10122129,10122771,FBgn0032184,-87987
2L,10218139,10219139,1.0,0.0,2L,10122129,10122771,FBgn0032184,-95369
2L,10218659,10219659,1.0,0.0,2L,10122129,10122771,FBgn0032184,-95889
2L,10220418,10221418,1.0,1.0,2L,10122129,10122771,FBgn0032184,-97648
2L,10226107,10227107,1.0,1.0,2L,10122129,10122771,FBgn0032184,-103337
2L,10230703,10231703,1.0,1.0,2L,10122129,10122771,FBgn0032184,-107933
2L,10232187,10233187,1.0,1.0,2L,10122129,10122771,FBgn0032184,-109417
2L,10246298,10247298,1.0,1.0,2L,10122129,10122771,FBgn0032184,-123528
2L,10249784,10250784,1.0,1.0,2L,10122129,10122771,FBgn0032184,-127014
2L,10255342,10256342,0.0,1.0,2L,10122129,10122771,FBgn0032184,-132572
2L,10260238,10261238,1.0,1.0,2L,10122129,10122771,FBgn0032184,-137468
2L,10262787,10263787,1.0,1.0,2L,10122129,10122771,FBgn0032184,-140017
2L,10263769,10264769,1.0,1.0,2L,10122129,10122771,FBgn0032184,-140999
2L,10266339,10267339,1.0,1.0,2L,10122129,10122771,FBgn0032184,-143569
2L,10268456,10269456,0.0,1.0,2L,10122129,10122771,FBgn0032184,-145686
2L,10269600,10270600,1.0,1.0,2L,10122129,10122771,FBgn0032184,-146830
2L,10276694,10277694,1.0,1.0,2L,10122129,10122771,FBgn0032184,-153924
2L,10291526,10292526,1.0,1.0,2L,10122129,10122771,FBgn0032184,-168756
2L,10295019,10296019,0.0,1.0,2L,10122129,10122771,FBgn0032184,-172249
2L,10299091,10300091,1.0,1.0,2L,10122129,10122771,FBgn0032184,-176321
2L,10303285,10304285,1.0,1.0,2L,10122129,10122771,FBgn0032184,-180515
2L,10306335,10307335,1.0,1.0,2L,10122129,10122771,FBgn0032184,-183565
2L,10310886,10311886,1.0,1.0,2L,10122129,10122771,FBgn0032184,-188116
2L,10313875,10314875,1.0,1.0,2L,10122129,10122771,FBgn0032184,-191105
2L,10321150,10322150,1.0,1.0,2L,10122129,10122771,FBgn0032184,-198380
