Chromosome,Start,End,label_head,label_testis,Nearest_Chromosome,Nearest_Start,Nearest_End,dmel_denovo_gene,dyak_ortho_gene,Strand,Distance
2R,6513000,6514000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-61076
2R,6517000,6518000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-57076
2R,6528000,6529000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-46076
2R,6529000,6530000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-45076
2R,6533035,6534035,0.0,1.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-41041
2R,6535000,6536000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-39076
2R,6541000,6542000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-33076
2R,6552807,6553807,0.0,1.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-21269
2R,6561000,6562000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-13076
2R,6566000,6567000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-8076
2R,6567000,6568000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-7076
2R,6568652,6569652,1.0,1.0,2R,6575075,6576072,FBgn0032851,GE12604,-,-5424
2R,6582011,6583011,1.0,1.0,2R,6575075,6576072,FBgn0032851,GE12604,-,5940
2R,6587000,6588000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,10929
2R,6588453,6589453,1.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,12382
2R,6596000,6597000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,19929
2R,6600054,6601054,1.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,23983
2R,6601000,6602000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,24929
2R,6618027,6619027,1.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,41956
2R,6621000,6622000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,44929
2R,6624000,6625000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,47929
2R,6631000,6632000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,54929
2R,6641000,6642000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,64929
2R,6646000,6647000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,69929
2R,6648000,6649000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,71929
2R,6651000,6652000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,74929
2R,6657000,6658000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,80929
2R,6659000,6660000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,82929
2R,6662000,6663000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,85929
2R,6675000,6676000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,98929
2R,6680819,6681819,0.0,1.0,2R,6575075,6576072,FBgn0032851,GE12604,-,104748
2R,6682000,6683000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,105929
2R,6690000,6691000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,113929
2R,6694000,6695000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,117929
2R,6701850,6702850,1.0,1.0,2R,6575075,6576072,FBgn0032851,GE12604,-,125779
2R,6736000,6737000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,159929
2R,6738000,6739000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,161929
2R,6739751,6740751,0.0,1.0,2R,6575075,6576072,FBgn0032851,GE12604,-,163680
2R,6761000,6762000,0.0,0.0,2R,6575075,6576072,FBgn0032851,GE12604,-,184929
2R,6790000,6791000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-160753
2R,6798000,6799000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-152753
2R,6810000,6811000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-140753
2R,6813000,6814000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-137753
2R,6821000,6822000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-129753
2R,6826000,6827000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-124753
2R,6833798,6834798,1.0,1.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-116955
2R,6836000,6837000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-114753
2R,6847000,6848000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-103753
2R,6854000,6855000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-96753
2R,6856000,6857000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-94753
2R,6864302,6865302,0.0,1.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-86451
2R,6876000,6877000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-74753
2R,6892201,6893201,1.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-58552
2R,6898000,6899000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-52753
2R,6907000,6908000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-43753
2R,6910000,6911000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-40753
2R,6920000,6921000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-30753
2R,6928000,6929000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,-22753
2R,6951000,6952000,0.0,0.0,2R,6951752,6952224,FBgn0051677,GE18093,-,0
2R,6962000,6963000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,0
2R,6976000,6977000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,12285
2R,6980000,6981000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,16285
2R,6981000,6982000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,17285
2R,6986000,6987000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,22285
2R,6988205,6989205,1.0,1.0,2R,6962703,6963716,FBgn0032867,GE13313,+,24490
2R,7008580,7009580,0.0,1.0,2R,6962703,6963716,FBgn0032867,GE13313,+,44865
2R,7030000,7031000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,66285
2R,7034536,7035536,1.0,1.0,2R,6962703,6963716,FBgn0032867,GE13313,+,70821
2R,7043000,7044000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,79285
2R,7044000,7045000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,80285
2R,7045369,7046369,1.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,81654
2R,7049000,7050000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,85285
2R,7061000,7062000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,97285
2R,7066000,7067000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,102285
2R,7080000,7081000,0.0,0.0,2R,6962703,6963716,FBgn0032867,GE13313,+,116285
2R,7088000,7089000,0.0,0.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-124249
2R,7100000,7101000,0.0,0.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-112249
2R,7101551,7102551,1.0,1.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-110698
2R,7107000,7108000,0.0,0.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-105249
2R,7108277,7109277,1.0,1.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-103972
2R,7176000,7177000,0.0,0.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-36249
2R,7177489,7178489,0.0,1.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-34760
2R,7181200,7182200,0.0,1.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-31049
2R,7194000,7195000,0.0,0.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-18249
2R,7196576,7197576,0.0,1.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-15673
2R,7206000,7207000,0.0,0.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-6249
2R,7211521,7212521,1.0,1.0,2R,7213248,7216391,FBgn0050485,GE12569,-,-728
2R,7218000,7219000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,0
2R,7220161,7221161,1.0,1.0,2R,7216437,7220246,FBgn0050484,GE12568,-,0
2R,7229000,7230000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,8755
2R,7238089,7239089,1.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,17844
2R,7243571,7244571,1.0,1.0,2R,7216437,7220246,FBgn0050484,GE12568,-,23326
2R,7251000,7252000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,30755
2R,7267000,7268000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,46755
2R,7281000,7282000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,60755
2R,7284000,7285000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,63755
2R,7318000,7319000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,97755
2R,7328000,7329000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,107755
2R,7331000,7332000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,110755
2R,7333000,7334000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,112755
2R,7347000,7348000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,126755
2R,7349000,7350000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,128755
2R,7358000,7359000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,137755
2R,7367000,7368000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,146755
2R,7369000,7370000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,148755
2R,7372000,7373000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,151755
2R,7377000,7378000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,156755
2R,7385466,7386466,0.0,1.0,2R,7216437,7220246,FBgn0050484,GE12568,-,165221
2R,7387000,7388000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,166755
2R,7398000,7399000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,177755
2R,7402000,7403000,0.0,0.0,2R,7216437,7220246,FBgn0050484,GE12568,-,181755
2R,7415000,7416000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-175043
2R,7416892,7417892,1.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-173151
2R,7427000,7428000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-163043
2R,7432085,7433085,1.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-157958
2R,7435000,7436000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-155043
2R,7445000,7446000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-145043
2R,7459140,7460140,1.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-130903
2R,7486000,7487000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-104043
2R,7497490,7498490,0.0,1.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-92553
2R,7499000,7500000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-91043
2R,7505000,7506000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-85043
2R,7508000,7509000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-82043
2R,7512364,7513364,1.0,1.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-77679
2R,7519007,7520007,1.0,1.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-71036
2R,7522000,7523000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-68043
2R,7525379,7526379,0.0,1.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-64664
2R,7526000,7527000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-64043
2R,7530000,7531000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-60043
2R,7533000,7534000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-57043
2R,7546000,7547000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-44043
2R,7555000,7556000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-35043
2R,7572374,7573374,1.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-17669
2R,7573562,7574562,1.0,1.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-16481
2R,7574308,7575308,0.0,1.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-15735
2R,7587000,7588000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,-3043
2R,7590337,7591337,1.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,0
2R,7591000,7592000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,0
2R,7596962,7597962,0.0,1.0,2R,7591042,7592672,FBgn0262821,GE28960,-,4291
2R,7605000,7606000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,12329
2R,7614000,7615000,0.0,0.0,2R,7591042,7592672,FBgn0262821,GE28960,-,21329
2R,7618000,7619000,0.0,0.0,2R,7637813,7638533,FBgn0050065,GE12541,-,-18814
2R,7619000,7620000,0.0,0.0,2R,7637813,7638533,FBgn0050065,GE12541,-,-17814
2R,7642427,7643427,1.0,1.0,2R,7637813,7638533,FBgn0050065,GE12541,-,3895
2R,7646000,7647000,0.0,0.0,2R,7637813,7638533,FBgn0050065,GE12541,-,7468
2R,7701000,7702000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,22101
2R,7705000,7706000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,26101
2R,7717000,7718000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,38101
2R,7721000,7722000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,42101
2R,7725313,7726313,1.0,1.0,2R,7675118,7678900,FBgn0263774,GE13367,+,46414
2R,7728000,7729000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,49101
2R,7730585,7731585,1.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,51686
2R,7737000,7738000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,58101
2R,7747000,7748000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,68101
2R,7761000,7762000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,82101
2R,7774915,7775915,1.0,1.0,2R,7675118,7678900,FBgn0263774,GE13367,+,96016
2R,7780384,7781384,0.0,1.0,2R,7675118,7678900,FBgn0263774,GE13367,+,101485
2R,7792000,7793000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,113101
2R,7806000,7807000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,127101
2R,7817000,7818000,0.0,0.0,2R,7675118,7678900,FBgn0263774,GE13367,+,138101
2R,7838915,7839915,1.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-129227
2R,7851548,7852548,1.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-116594
2R,7854000,7855000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-114142
2R,7859397,7860397,1.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-108745
2R,7877000,7878000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-91142
2R,7883972,7884972,1.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-84170
2R,7894000,7895000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-74142
2R,7902000,7903000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-66142
2R,7904000,7905000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-64142
2R,7924000,7925000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-44142
2R,7925199,7926199,1.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-42943
2R,7931000,7932000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-37142
2R,7934000,7935000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-34142
2R,7945798,7946798,1.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-22344
2R,7952898,7953898,1.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-15244
2R,7962000,7963000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-6142
2R,7965052,7966052,0.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-3090
2R,7968000,7969000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,-142
2R,8014382,8015382,0.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,44315
2R,8026000,8027000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,55933
2R,8031000,8032000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,60933
2R,8035000,8036000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,64933
2R,8036021,8037021,1.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,65954
2R,8051000,8052000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,80933
2R,8058000,8059000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,87933
2R,8068755,8069755,0.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,98688
2R,8083000,8084000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,112933
2R,8087038,8088038,1.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,116971
2R,8101000,8102000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,130933
2R,8142000,8143000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,171933
2R,8147907,8148907,1.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,177840
2R,8152000,8153000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,181933
2R,8165310,8166310,1.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,195243
2R,8173000,8174000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,202933
2R,8198000,8199000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,227933
2R,8202000,8203000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,231933
2R,8214374,8215374,1.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,244307
2R,8218000,8219000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,247933
2R,8220000,8221000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,249933
2R,8241000,8242000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,270933
2R,8244128,8245128,0.0,1.0,2R,7969141,7970068,FBgn0265429,GE12512,-,274061
2R,8246000,8247000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,275933
2R,8252000,8253000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,281933
2R,8256000,8257000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,285933
2R,8258000,8259000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,287933
2R,8260000,8261000,0.0,0.0,2R,7969141,7970068,FBgn0265429,GE12512,-,289933
2R,8266000,8267000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-294305
2R,8305627,8306627,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-254678
2R,8310000,8311000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-250305
2R,8319686,8320686,1.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-240619
2R,8322000,8323000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-238305
2R,8331000,8332000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-229305
2R,8335799,8336799,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-224506
2R,8337438,8338438,0.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-222867
2R,8344889,8345889,0.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-215416
2R,8356000,8357000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-204305
2R,8360000,8361000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-200305
2R,8361000,8362000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-199305
2R,8369934,8370934,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-190371
2R,8373000,8374000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-187305
2R,8410000,8411000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-150305
2R,8414000,8415000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-146305
2R,8433000,8434000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-127305
2R,8435000,8436000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-125305
2R,8437000,8438000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-123305
2R,8440419,8441419,1.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-119886
2R,8443272,8444272,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-117033
2R,8451000,8452000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-109305
2R,8455186,8456186,1.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-105119
2R,8456000,8457000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-104305
2R,8456894,8457894,0.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-103411
2R,8458481,8459481,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-101824
2R,8463226,8464226,1.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-97079
2R,8474000,8475000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-86305
2R,8479405,8480405,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-80900
2R,8480049,8481049,1.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-80256
2R,8483957,8484957,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-76348
2R,8489000,8490000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-71305
2R,8491000,8492000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-69305
2R,8494000,8495000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-66305
2R,8498000,8499000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-62305
2R,8499000,8500000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-61305
2R,8510000,8511000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-50305
2R,8514000,8515000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-46305
2R,8522051,8523051,0.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-38254
2R,8530000,8531000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-30305
2R,8532000,8533000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-28305
2R,8541000,8542000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-19305
2R,8547000,8548000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-13305
2R,8552000,8553000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,-8305
2R,8562000,8563000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,0
2R,8569000,8570000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,6767
2R,8571000,8572000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,8767
2R,8575000,8576000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,12767
2R,8578738,8579738,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,16505
2R,8580000,8581000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,17767
2R,8604000,8605000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,41767
2R,8608550,8609550,0.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,46317
2R,8616520,8617520,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,54287
2R,8624015,8625015,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,61782
2R,8627000,8628000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,64767
2R,8643000,8644000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,80767
2R,8645000,8646000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,82767
2R,8661000,8662000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,98767
2R,8668753,8669753,0.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,106520
2R,8677000,8678000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,114767
2R,8685000,8686000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,122767
2R,8707000,8708000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,144767
2R,8709000,8710000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,146767
2R,8711000,8712000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,148767
2R,8712000,8713000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,149767
2R,8727717,8728717,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,165484
2R,8743000,8744000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,180767
2R,8752000,8753000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,189767
2R,8754011,8755011,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,191778
2R,8771000,8772000,0.0,0.0,2R,8561304,8562234,FBgn0085263,GE13444,+,208767
2R,8781185,8782185,1.0,1.0,2R,8561304,8562234,FBgn0085263,GE13444,+,218952
2R,8790148,8791148,1.0,1.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-222241
2R,8791615,8792615,0.0,1.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-220774
2R,8799000,8800000,0.0,0.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-213389
2R,8802411,8803411,1.0,1.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-209978
2R,8809507,8810507,1.0,0.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-202882
2R,8819000,8820000,0.0,0.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-193389
2R,8820000,8821000,0.0,0.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-192389
2R,8831000,8832000,0.0,0.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-181389
2R,8852000,8853000,0.0,0.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-160389
2R,8857000,8858000,0.0,0.0,2R,9013388,9014096,FBgn0050039,GE13479,+,-155389
